"","lc","fns","Label","Group_function","Organism","effect_mean","effect_SD","effect_median","effect_ci_2.5","effect_ci_17","effect_ci_83","effect_ci_97.5"
"21","Cropland","Soil_stability_service","Soil stability","Function","Function",0.0946508279834416,0.363325061710903,0.0908381549034773,-0.483404780278436,-0.247969935908787,0.419089221660748,0.8384523630942
"22","Grassland","Arbuscularmycorrhizal_richness","AM fungi Richness","Richness","Fungi",0.327412745276554,0.349980901514559,0.342899933057324,-0.264980922595958,0,0.655595308537822,1.002087104066
"23","Grassland","Bac_JaccDist_av","Bacterial Dissimilarity","Dissimilarity","Bacteria",0.0831873751800627,0.387727337016728,0.0814934079040533,-0.503669574132461,-0.286609671214898,0.429434057968677,0.84733352260099
"24","Grassland","Bac_richness","Bacterial Richness","Richness","Bacteria",-0.290564259179206,0.405993004565714,-0.295339868990466,-0.945936638512615,-0.664999334294812,0.0814042093721119,0.529743789299347
"25","Grassland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",-0.454066662168456,0.398890587978257,-0.435456901654437,-1.16301523515846,-0.854275763487551,-0.0813940394884194,0.276595404539899
"26","Grassland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",0.222078172309103,0.320540262294969,0.225619168704744,-0.261061882853949,-0.0809927834647255,0.512707370124201,0.897639277226107
"27","Grassland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",0.300481722525146,0.356403870450405,0.28527299181998,-0.244352206269026,-0.0344304226593724,0.630061578425965,1.05752594469758
"28","Grassland","Fungi_JaccDist_av","Fungal Dissimilarity","Dissimilarity","Fungi",-0.299270381673114,0.303495167371095,-0.296739643956265,-0.805487608158696,-0.573146652204411,-0.0240445560369599,0.279424371950283
"29","Grassland","Fungi_richness","Fungal Richness","Richness","Fungi",0.34583475284663,0.323092559521756,0.341347188196713,-0.166645237774228,0.0562935237260245,0.645357478161944,1.01522293658291
"30","Grassland","Fungi_shannonDiv","Fungal Shannon","Shannon","Fungi",0.232238651829679,0.330654829296002,0.235822214442724,-0.301394348354612,-0.0893665007250879,0.543100201492371,0.880230695744168
"31","Grassland","Invertebrate_JaccDist_av","Invertebrate Dissimilarity","Dissimilarity","Invertebrates",-0.181220546552796,0.301764206273828,-0.181065395261607,-0.664192912768414,-0.456746949012132,0.0990416134094895,0.442670198826331
"32","Grassland","Invertebrate_richness","Invertebrate Richness","Richness","Invertebrates",-0.025978471939461,0.415557031883674,-0.063090854384506,-0.648758305214209,-0.403304315598324,0.383497183889298,0.866969919726536
"33","Grassland","Invertebrate_shannonDiv","Invertebrate Shannon","Shannon","Invertebrates",0.350913102560942,0.412684467112928,0.333695715617935,-0.2932688844812,-0.0261700561976449,0.73846654934171,1.19967508833511
"34","Grassland","Nematode_richness","Nematode Richness","Richness","Nematodes",-0.0218066645176478,0.458830209304924,-0.102855079389576,-0.651680233655636,-0.447695590763894,0.433496922704069,0.990340566305625
"35","Grassland","Nutrient_service","Nutrient cycling","Function","Function",0.0660778733318011,0.328421119493248,0.0701208396646752,-0.483277927366546,-0.239729850412133,0.38243261891182,0.676317159484092
"36","Grassland","OM_decomposition_service","Decomposition (OM)","Function","Function",0.446739530152156,0.400243513468689,0.408416647261239,-0.171645339982173,0.0707700147018537,0.827289319412777,1.31517187107425
"37","Grassland","Pathogen_control","Pathogen control","Function","Function",0.791994055591243,0.375367088059475,0.784365511633652,0.209369563654578,0.437755356069009,1.15949043105292,1.53427421117218
"38","Grassland","Protist_JaccDist_av","Protist Dissimilarity","Dissimilarity","Protists",-0.110800854383865,0.326305397348235,-0.116885100068775,-0.632612173687784,-0.41226587506095,0.202774636621353,0.501289814403971
"39","Grassland","Protist_richness","Protist Richness","Richness","Protists",0.163335941446654,0.337594637367462,0.156838364313712,-0.368073312256397,-0.164953010680929,0.492672303338405,0.841203194686781
"40","Grassland","Protist_shannonDiv","Protist Shannon","Shannon","Protists",0.279871822257498,0.326388169873855,0.281311305784424,-0.253677689307612,-0.023180205230222,0.575950999883006,0.919686705715024
"41","Grassland","Soil_carbon_service","Soil carbon","Function","Function",0.322113528136215,0.332611092838647,0.378539181285545,-0.251625139644296,-0.029162636250158,0.639976196959018,0.862529180066192
"42","Grassland","Soil_stability_service","Soil stability","Function","Function",-0.101054230645239,0.34296848748514,-0.103571824729239,-0.658334075127961,-0.426779617910807,0.238623820730423,0.56970977388114
"43","Woodland","Arbuscularmycorrhizal_richness","AM fungi Richness","Richness","Fungi",-0.00789188923961488,0.432346337265054,-0.0624404777189173,-0.654800224743817,-0.407644364382818,0.40684677171265,0.956430609857809
"44","Woodland","Bac_JaccDist_av","Bacterial Dissimilarity","Dissimilarity","Bacteria",-0.0923582735045479,0.368943935268726,-0.0889492736896328,-0.684466158546675,-0.445856335855484,0.235929301682674,0.651737963479575
"45","Woodland","Bac_richness","Bacterial Richness","Richness","Bacteria",0.33062132336103,0.398371892635366,0.321463832998859,-0.265346653960502,-0.0319996752888158,0.708089532430623,1.1322473124903
"46","Woodland","Bac_shannonDiv","Bacterial Shannon","Shannon","Bacteria",0.108160901897507,0.367296956157571,0.102177972370958,-0.477366520912644,-0.208311118757767,0.439310832905897,0.846006226433843
"47","Woodland","Decomposer_richness","Decomposer Richness","Richness","Decomposers",-0.346016365582546,0.413427614503399,-0.331612848594709,-1.05474308027152,-0.700850116998101,0.0469679699072349,0.43017598996486
"48","Woodland","Ectomycorrhizal_richness","EM fungi Richness","Richness","Fungi",-0.273311142706245,0.403252480148953,-0.277204668500687,-0.957098096771379,-0.643384170044302,0.111226821919861,0.564160620710403
"49","Woodland","Fungi_JaccDist_av","Fungal Dissimilarity","Dissimilarity","Fungi",0.429874554859664,0.411612352468297,0.406631470021257,-0.204980547872102,0.0461477553483274,0.784316733791979,1.3780500996223
"50","Woodland","Fungi_richness","Fungal Richness","Richness","Fungi",-0.345011363053574,0.417318460010034,-0.328075913867499,-1.01895223665031,-0.711517548229968,0.0422606945590561,0.414887354100279
"51","Woodland","Fungi_shannonDiv","Fungal Shannon","Shannon","Fungi",-0.484951262969237,0.428943679611924,-0.469024391463746,-1.24365209283988,-0.858009669459811,-0.0935693199826868,0.304701238203602
"52","Woodland","Invertebrate_JaccDist_av","Invertebrate Dissimilarity","Dissimilarity","Invertebrates",0.0551161466720365,0.387893354521125,0.0577554633268187,-0.640050543641351,-0.299650532076159,0.41578888624111,0.8270072482901
"53","Woodland","Invertebrate_richness","Invertebrate Richness","Richness","Invertebrates",-0.642813724893577,0.426308184669681,-0.625241653803576,-1.36833137541993,-1.04290253441918,-0.235191057826183,0.114734812650028
"54","Woodland","Invertebrate_shannonDiv","Invertebrate Shannon","Shannon","Invertebrates",-0.614771938442218,0.410909154524701,-0.588646629099909,-1.3193380727413,-1.00105387275881,-0.24667518755396,0.137303345746882
"55","Woodland","Nematode_richness","Nematode Richness","Richness","Nematodes",-0.599356867714769,0.418235962016362,-0.580984973946198,-1.32049903168198,-0.986476783155972,-0.19999553618884,0.15387530490292
"56","Woodland","Nutrient_service","Nutrient cycling","Function","Function",-0.216054811873671,0.417531383972615,-0.245412212745449,-0.842661436080683,-0.596793763555291,0.183705891394415,0.658853583154576
"57","Woodland","OM_decomposition_service","Decomposition (OM)","Function","Function",-0.535546296797822,0.367615580406035,-0.5454461781904,-1.13105438956865,-0.880948585803654,-0.194529820234638,0.173778868583502
"58","Woodland","Pathogen_control","Pathogen control","Function","Function",-0.222726109449637,0.419196879788554,-0.215891300084252,-0.930633111910346,-0.627933170726756,0.169523206969587,0.571460710534498
"59","Woodland","Protist_JaccDist_av","Protist Dissimilarity","Dissimilarity","Protists",0.239663358348881,0.406747772593026,0.235885776282969,-0.395292305613444,-0.130253213721419,0.600456360397563,1.11496866547995
"60","Woodland","Protist_richness","Protist Richness","Richness","Protists",-0.31819624899738,0.385513551642847,-0.305277153503266,-0.96350160648402,-0.671150722185957,0.0348127719797651,0.438086898948067
"61","Woodland","Protist_shannonDiv","Protist Shannon","Shannon","Protists",-0.0650932094926112,0.403054175960745,-0.0911283162439397,-0.679641495581053,-0.428240792339497,0.296575048013093,0.810269469011296
"62","Woodland","Soil_carbon_service","Soil carbon","Function","Function",-0.0607623823611253,0.437456654897407,-0.096080305461076,-0.696558549781865,-0.457090192404089,0.353071480772638,0.884732689798699
"63","Woodland","Soil_stability_service","Soil stability","Function","Function",-0.288578898414299,0.328199213610103,-0.288697546760326,-0.831595691627483,-0.587136538405802,0.015037375827013,0.327531870239872
"64",NA,"Water_regulation_service","Water regulation","Function","Function",NA,NA,NA,NA,NA,NA,NA
