id.y,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,PA
345,555548902,555548902,1,Desierto de Tabernas,Desierto de Tabernas,C,Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,114.484901428223,114.782713795934,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/boja/2016/245/BOJA16-245-00122-21925-04_00104550.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
345,555588806,555588806,1,Desierto de Tabernas,Desierto de Tabernas,Zona de Importancia Comunitaria ZIC (ZEPA/ZEC),Natura 2000,National,IV,Not Applicable,0,0,0,114.4849481,114.570857574776,Not Applicable,0,Designated,2015,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
345,555722893,555722893,1,Desierto de Tabernas,Desierto de Tabernas,C,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,114.484901428223,114.782713795934,Not Applicable,0,Designated,2016,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/boja/2016/245/BOJA16-245-00122-21925-04_00104550.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
346,196179,196179,1,Desierto de Tabernas,Desierto de Tabernas,Paraje Natural,Nature Place,National,II,Not Applicable,0,0,0,114.4850291,114.570938603074,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
346,555548902,555548902,1,Desierto de Tabernas,Desierto de Tabernas,C,Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,114.484901428223,114.782713795934,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/boja/2016/245/BOJA16-245-00122-21925-04_00104550.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
346,555588806,555588806,1,Desierto de Tabernas,Desierto de Tabernas,Zona de Importancia Comunitaria ZIC (ZEPA/ZEC),Natura 2000,National,IV,Not Applicable,0,0,0,114.4849481,114.570857574776,Not Applicable,0,Designated,2015,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
346,555722893,555722893,1,Desierto de Tabernas,Desierto de Tabernas,C,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,114.484901428223,114.782713795934,Not Applicable,0,Designated,2016,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/boja/2016/245/BOJA16-245-00122-21925-04_00104550.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
347,196179,196179,1,Desierto de Tabernas,Desierto de Tabernas,Paraje Natural,Nature Place,National,II,Not Applicable,0,0,0,114.4850291,114.570938603074,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
347,555548902,555548902,1,Desierto de Tabernas,Desierto de Tabernas,C,Special Protection Area (Birds Directive),Regional,Not Reported,Not Applicable,0,0,0,114.484901428223,114.782713795934,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/boja/2016/245/BOJA16-245-00122-21925-04_00104550.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
347,555588806,555588806,1,Desierto de Tabernas,Desierto de Tabernas,Zona de Importancia Comunitaria ZIC (ZEPA/ZEC),Natura 2000,National,IV,Not Applicable,0,0,0,114.4849481,114.570857574776,Not Applicable,0,Designated,2015,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,2013,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
347,555722893,555722893,1,Desierto de Tabernas,Desierto de Tabernas,C,Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,114.484901428223,114.782713795934,Not Applicable,0,Designated,2016,Federal or national ministry or agency,Not Reported,"DIRECCIÓN GENERAL DE MEDIO NATURAL, BIODIVERSIDAD Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE. JUNTA DE ANDALUCÍA.",http://www.juntadeandalucia.es/boja/2016/245/BOJA16-245-00122-21925-04_00104550.pdf,State Verified,1832,Not Reported,ESP,ESP,Not Applicable,Not Applicable,1
348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
354,18776,18776,1,Sidi Toui,Sidi Toui,National Park,National Park,National,Not Assigned,Not Applicable,0,0,0,63.47,63.627429342066,Not Applicable,0,Designated,0,Federal or national ministry or agency,Not Reported,Ministère de l’Agriculture des ressources hydrauliques et de la pêche,Not Reported,State Verified,1897,Not Reported,TUN,TUN,Not Applicable,Not Applicable,1
355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
357,982,982,1,Canyonlands,Canyonlands,National Park,National Park,National,II,Not Applicable,0,0,0,1354.00920944074,1354.00920945559,Not Applicable,0,Designated,0,Federal or national ministry or agency,State,National Park Service,Not Reported,State Verified,1848,US-UT,USA,USA,Not Applicable,Not Applicable,1
358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
359,555672190,555672190,1,Vermilion Cliffs,Vermilion Cliffs,National Monument,National Monument,National,V,Not Applicable,0,0,0,1189.45881814122,1189.45881819853,Not Applicable,0,Designated,2000,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-AZ ; US-UT,USA,USA,Not Applicable,Not Applicable,1
360,555672190,555672190,1,Vermilion Cliffs,Vermilion Cliffs,National Monument,National Monument,National,V,Not Applicable,0,0,0,1189.45881814122,1189.45881819853,Not Applicable,0,Designated,2000,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-AZ ; US-UT,USA,USA,Not Applicable,Not Applicable,1
361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
